filename,partition,task,semantic_label,numeric_label
03908.png,train,source,gaudi_casa_batllo_barcelona,7
08821.png,test,source,petronas_towers,1
04980.png,train,source,colosseum,0
01938.png,train,source,gaudi_casa_batllo_barcelona,7
07949.png,val,source,st_stephen_cathedral_vienna,4
07868.png,val,source,gaudi_casa_batllo_barcelona,7
06172.png,train,source,rialto_bridge,2
03650.png,train,source,colosseum,0
04312.png,train,source,rialto_bridge,2
07876.png,val,source,berlin_cathedral,5
09309.png,test,source,st_stephen_cathedral_vienna,4
06391.png,train,source,petronas_towers,1
08383.png,val,source,museu_nacional_dart_de_catalunya,3
06047.png,train,source,hagia_sophia,6
00840.png,train,source,colosseum,0
09537.png,test,source,hagia_sophia,6
01768.png,train,source,gaudi_casa_batllo_barcelona,7
08528.png,test,source,gaudi_casa_batllo_barcelona,7
09238.png,test,source,gaudi_casa_batllo_barcelona,7
09790.png,test,source,colosseum,0
07227.png,val,source,hagia_sophia,6
09802.png,test,source,rialto_bridge,2
02706.png,train,source,berlin_cathedral,5
00870.png,train,source,colosseum,0
08759.png,test,source,st_stephen_cathedral_vienna,4
09272.png,test,source,rialto_bridge,2
07673.png,val,source,museu_nacional_dart_de_catalunya,3
03789.png,train,source,st_stephen_cathedral_vienna,4
08257.png,val,source,hagia_sophia,6
07697.png,val,source,hagia_sophia,6
04217.png,train,source,hagia_sophia,6
07998.png,val,source,gaudi_casa_batllo_barcelona,7
04183.png,train,source,museu_nacional_dart_de_catalunya,3
03968.png,train,source,gaudi_casa_batllo_barcelona,7
07466.png,val,source,berlin_cathedral,5
02557.png,train,source,hagia_sophia,6
02528.png,train,source,gaudi_casa_batllo_barcelona,7
08988.png,test,source,gaudi_casa_batllo_barcelona,7
09028.png,test,source,gaudi_casa_batllo_barcelona,7
08756.png,test,source,berlin_cathedral,5
04800.png,train,source,colosseum,0
08459.png,val,source,st_stephen_cathedral_vienna,4
03987.png,train,source,hagia_sophia,6
03026.png,train,source,berlin_cathedral,5
07471.png,val,source,petronas_towers,1
08010.png,val,source,colosseum,0
07723.png,val,source,museu_nacional_dart_de_catalunya,3
08316.png,val,source,berlin_cathedral,5
08336.png,val,source,berlin_cathedral,5
04450.png,train,source,colosseum,0
00377.png,train,source,hagia_sophia,6
07958.png,val,source,gaudi_casa_batllo_barcelona,7
01061.png,train,source,petronas_towers,1
06181.png,train,source,petronas_towers,1
07607.png,val,source,hagia_sophia,6
07787.png,val,source,hagia_sophia,6
07218.png,val,source,gaudi_casa_batllo_barcelona,7
01256.png,train,source,berlin_cathedral,5
02900.png,train,source,colosseum,0
07953.png,val,source,museu_nacional_dart_de_catalunya,3
09032.png,test,source,rialto_bridge,2
05889.png,train,source,st_stephen_cathedral_vienna,4
05133.png,train,source,museu_nacional_dart_de_catalunya,3
05440.png,train,source,colosseum,0
06306.png,train,source,berlin_cathedral,5
09449.png,test,source,st_stephen_cathedral_vienna,4
05469.png,train,source,st_stephen_cathedral_vienna,4
02846.png,train,source,berlin_cathedral,5
04576.png,train,source,berlin_cathedral,5
09612.png,test,source,rialto_bridge,2
01032.png,train,source,rialto_bridge,2
07019.png,val,source,st_stephen_cathedral_vienna,4
09097.png,test,source,hagia_sophia,6
06847.png,train,source,hagia_sophia,6
03037.png,train,source,hagia_sophia,6
01497.png,train,source,hagia_sophia,6
04241.png,train,source,petronas_towers,1
08483.png,val,source,museu_nacional_dart_de_catalunya,3
00448.png,train,source,gaudi_casa_batllo_barcelona,7
07671.png,val,source,petronas_towers,1
05328.png,train,source,gaudi_casa_batllo_barcelona,7
09133.png,test,source,museu_nacional_dart_de_catalunya,3
07838.png,val,source,gaudi_casa_batllo_barcelona,7
06631.png,train,source,petronas_towers,1
07667.png,val,source,hagia_sophia,6
05142.png,train,source,rialto_bridge,2
07486.png,val,source,berlin_cathedral,5
07669.png,val,source,st_stephen_cathedral_vienna,4
08500.png,test,source,colosseum,0
08808.png,test,source,gaudi_casa_batllo_barcelona,7
06642.png,train,source,rialto_bridge,2
09436.png,test,source,berlin_cathedral,5
02873.png,train,source,museu_nacional_dart_de_catalunya,3
00818.png,train,source,gaudi_casa_batllo_barcelona,7
06072.png,train,source,rialto_bridge,2
03637.png,train,source,hagia_sophia,6
08387.png,val,source,hagia_sophia,6
07103.png,val,source,museu_nacional_dart_de_catalunya,3
05576.png,train,source,berlin_cathedral,5
08177.png,val,source,hagia_sophia,6
04321.png,train,source,petronas_towers,1
09103.png,test,source,museu_nacional_dart_de_catalunya,3
08073.png,val,source,museu_nacional_dart_de_catalunya,3
03979.png,train,source,st_stephen_cathedral_vienna,4
00496.png,train,source,berlin_cathedral,5
07596.png,val,source,berlin_cathedral,5
05379.png,train,source,st_stephen_cathedral_vienna,4
07173.png,val,source,museu_nacional_dart_de_catalunya,3
08727.png,test,source,hagia_sophia,6
05710.png,train,source,colosseum,0
07908.png,val,source,gaudi_casa_batllo_barcelona,7
05530.png,train,source,colosseum,0
09317.png,test,source,hagia_sophia,6
04447.png,train,source,hagia_sophia,6
03561.png,train,source,petronas_towers,1
09433.png,test,source,museu_nacional_dart_de_catalunya,3
08169.png,val,source,st_stephen_cathedral_vienna,4
08883.png,test,source,museu_nacional_dart_de_catalunya,3
00456.png,train,source,berlin_cathedral,5
09697.png,test,source,hagia_sophia,6
00646.png,train,source,berlin_cathedral,5
04489.png,train,source,st_stephen_cathedral_vienna,4
08036.png,val,source,berlin_cathedral,5
07219.png,val,source,st_stephen_cathedral_vienna,4
00607.png,train,source,hagia_sophia,6
00808.png,train,source,gaudi_casa_batllo_barcelona,7
08098.png,val,source,gaudi_casa_batllo_barcelona,7
09331.png,test,source,petronas_towers,1
04726.png,train,source,berlin_cathedral,5
03422.png,train,source,rialto_bridge,2
07291.png,val,source,petronas_towers,1
08079.png,val,source,st_stephen_cathedral_vienna,4
05072.png,train,source,rialto_bridge,2
09038.png,test,source,gaudi_casa_batllo_barcelona,7
05302.png,train,source,rialto_bridge,2
08653.png,test,source,museu_nacional_dart_de_catalunya,3
04982.png,train,source,rialto_bridge,2
06100.png,train,source,colosseum,0
09857.png,test,source,hagia_sophia,6
06608.png,train,source,gaudi_casa_batllo_barcelona,7
02322.png,train,source,rialto_bridge,2
05562.png,train,source,rialto_bridge,2
09130.png,test,source,colosseum,0
07708.png,val,source,gaudi_casa_batllo_barcelona,7
01643.png,train,source,museu_nacional_dart_de_catalunya,3
03040.png,train,source,colosseum,0
05380.png,train,source,colosseum,0
07351.png,val,source,petronas_towers,1
04969.png,train,source,st_stephen_cathedral_vienna,4
09786.png,test,source,berlin_cathedral,5
02092.png,train,source,rialto_bridge,2
07066.png,val,source,berlin_cathedral,5
07029.png,val,source,st_stephen_cathedral_vienna,4
09363.png,test,source,museu_nacional_dart_de_catalunya,3
02923.png,train,source,museu_nacional_dart_de_catalunya,3
07512.png,val,source,rialto_bridge,2
09488.png,test,source,gaudi_casa_batllo_barcelona,7
06950.png,train,source,colosseum,0
09910.png,test,source,colosseum,0
08183.png,val,source,museu_nacional_dart_de_catalunya,3
02686.png,train,source,berlin_cathedral,5
07520.png,val,source,colosseum,0
07540.png,val,source,colosseum,0
00968.png,train,source,gaudi_casa_batllo_barcelona,7
08556.png,test,source,berlin_cathedral,5
07062.png,val,source,rialto_bridge,2
07089.png,val,source,st_stephen_cathedral_vienna,4
01322.png,train,source,rialto_bridge,2
09979.png,test,source,st_stephen_cathedral_vienna,4
07261.png,val,source,petronas_towers,1
02367.png,train,source,hagia_sophia,6
07216.png,val,source,berlin_cathedral,5
09903.png,test,source,museu_nacional_dart_de_catalunya,3
09402.png,test,source,rialto_bridge,2
08286.png,val,source,berlin_cathedral,5
09632.png,test,source,rialto_bridge,2
00140.png,train,source,colosseum,0
09312.png,test,source,rialto_bridge,2
03509.png,train,source,st_stephen_cathedral_vienna,4
03838.png,train,source,gaudi_casa_batllo_barcelona,7
03141.png,train,source,petronas_towers,1
00750.png,train,source,colosseum,0
03056.png,train,source,berlin_cathedral,5
07748.png,val,source,gaudi_casa_batllo_barcelona,7
09902.png,test,source,rialto_bridge,2
02028.png,train,source,gaudi_casa_batllo_barcelona,7
01413.png,train,source,museu_nacional_dart_de_catalunya,3
05131.png,train,source,petronas_towers,1
08650.png,test,source,colosseum,0
07818.png,val,source,gaudi_casa_batllo_barcelona,7
09362.png,test,source,rialto_bridge,2
05262.png,train,source,rialto_bridge,2
08193.png,val,source,museu_nacional_dart_de_catalunya,3
07617.png,val,source,hagia_sophia,6
01786.png,train,source,berlin_cathedral,5
07680.png,val,source,colosseum,0
05969.png,train,source,st_stephen_cathedral_vienna,4
05696.png,train,source,berlin_cathedral,5
03922.png,train,source,rialto_bridge,2
01767.png,train,source,hagia_sophia,6
01637.png,train,source,hagia_sophia,6
05830.png,train,source,colosseum,0
02117.png,train,source,hagia_sophia,6
04513.png,train,source,museu_nacional_dart_de_catalunya,3
09712.png,test,source,rialto_bridge,2
09112.png,test,source,rialto_bridge,2
06522.png,train,source,rialto_bridge,2
02022.png,train,source,rialto_bridge,2
04036.png,train,source,berlin_cathedral,5
09323.png,test,source,museu_nacional_dart_de_catalunya,3
03978.png,train,source,gaudi_casa_batllo_barcelona,7
09553.png,test,source,museu_nacional_dart_de_catalunya,3
07586.png,val,source,berlin_cathedral,5
02780.png,train,source,colosseum,0
01179.png,train,source,st_stephen_cathedral_vienna,4
04263.png,train,source,museu_nacional_dart_de_catalunya,3
02808.png,train,source,gaudi_casa_batllo_barcelona,7
00221.png,train,source,petronas_towers,1
01276.png,train,source,berlin_cathedral,5
07718.png,val,source,gaudi_casa_batllo_barcelona,7
04631.png,train,source,petronas_towers,1
03111.png,train,source,petronas_towers,1
04147.png,train,source,hagia_sophia,6
02791.png,train,source,petronas_towers,1
03192.png,train,source,rialto_bridge,2
01333.png,train,source,museu_nacional_dart_de_catalunya,3
06486.png,train,source,berlin_cathedral,5
01763.png,train,source,museu_nacional_dart_de_catalunya,3
09898.png,test,source,gaudi_casa_batllo_barcelona,7
07597.png,val,source,hagia_sophia,6
06452.png,train,source,rialto_bridge,2
08597.png,test,source,hagia_sophia,6
00389.png,train,source,st_stephen_cathedral_vienna,4
09079.png,test,source,st_stephen_cathedral_vienna,4
01129.png,train,source,st_stephen_cathedral_vienna,4
09187.png,test,source,hagia_sophia,6
04239.png,train,source,st_stephen_cathedral_vienna,4
02906.png,train,source,berlin_cathedral,5
01180.png,train,source,colosseum,0
03911.png,train,source,petronas_towers,1
02908.png,train,source,gaudi_casa_batllo_barcelona,7
07988.png,val,source,gaudi_casa_batllo_barcelona,7
07228.png,val,source,gaudi_casa_batllo_barcelona,7
04650.png,train,source,colosseum,0
01517.png,train,source,hagia_sophia,6
01373.png,train,source,museu_nacional_dart_de_catalunya,3
09929.png,test,source,st_stephen_cathedral_vienna,4
09223.png,test,source,museu_nacional_dart_de_catalunya,3
07987.png,val,source,hagia_sophia,6
07063.png,val,source,museu_nacional_dart_de_catalunya,3
01458.png,train,source,gaudi_casa_batllo_barcelona,7
02323.png,train,source,museu_nacional_dart_de_catalunya,3
05631.png,train,source,petronas_towers,1
08278.png,val,source,gaudi_casa_batllo_barcelona,7
08946.png,test,source,berlin_cathedral,5
04229.png,train,source,st_stephen_cathedral_vienna,4
09421.png,test,source,petronas_towers,1
06871.png,train,source,petronas_towers,1
05189.png,train,source,st_stephen_cathedral_vienna,4
08282.png,val,source,rialto_bridge,2
08590.png,test,source,colosseum,0
07007.png,val,source,hagia_sophia,6
02597.png,train,source,hagia_sophia,6
08020.png,val,source,colosseum,0
06442.png,train,source,rialto_bridge,2
02551.png,train,source,petronas_towers,1
04342.png,train,source,rialto_bridge,2
07040.png,val,source,colosseum,0
07326.png,val,source,berlin_cathedral,5
02837.png,train,source,hagia_sophia,6
02376.png,train,source,berlin_cathedral,5
05630.png,train,source,colosseum,0
08069.png,val,source,st_stephen_cathedral_vienna,4
09928.png,test,source,gaudi_casa_batllo_barcelona,7
07580.png,val,source,colosseum,0
09627.png,test,source,hagia_sophia,6
08678.png,test,source,gaudi_casa_batllo_barcelona,7
09067.png,test,source,hagia_sophia,6
00917.png,train,source,hagia_sophia,6
07352.png,val,source,rialto_bridge,2
03971.png,train,source,petronas_towers,1
08302.png,val,source,rialto_bridge,2
01291.png,train,source,petronas_towers,1
08547.png,test,source,hagia_sophia,6
08402.png,val,source,rialto_bridge,2
03343.png,train,source,museu_nacional_dart_de_catalunya,3
07137.png,val,source,hagia_sophia,6
07686.png,val,source,berlin_cathedral,5
08296.png,val,source,berlin_cathedral,5
04639.png,train,source,st_stephen_cathedral_vienna,4
01610.png,train,source,colosseum,0
00373.png,train,source,museu_nacional_dart_de_catalunya,3
03059.png,train,source,st_stephen_cathedral_vienna,4
09737.png,test,source,hagia_sophia,6
02026.png,train,source,berlin_cathedral,5
04361.png,train,source,petronas_towers,1
07039.png,val,source,st_stephen_cathedral_vienna,4
00959.png,train,source,st_stephen_cathedral_vienna,4
01570.png,train,source,colosseum,0
09846.png,test,source,berlin_cathedral,5
05069.png,train,source,st_stephen_cathedral_vienna,4
08943.png,test,source,museu_nacional_dart_de_catalunya,3
06226.png,train,source,berlin_cathedral,5
07211.png,val,source,petronas_towers,1
09456.png,test,source,berlin_cathedral,5
04300.png,train,source,colosseum,0
08750.png,test,source,colosseum,0
07243.png,val,source,museu_nacional_dart_de_catalunya,3
05888.png,train,source,gaudi_casa_batllo_barcelona,7
08388.png,val,source,gaudi_casa_batllo_barcelona,7
09641.png,test,source,petronas_towers,1
01366.png,train,source,berlin_cathedral,5
02960.png,train,source,colosseum,0
05082.png,train,source,rialto_bridge,2
07530.png,val,source,colosseum,0
01537.png,train,source,hagia_sophia,6
07003.png,val,source,museu_nacional_dart_de_catalunya,3
09780.png,test,source,colosseum,0
03718.png,train,source,gaudi_casa_batllo_barcelona,7
06886.png,train,source,berlin_cathedral,5
07871.png,val,source,petronas_towers,1
03182.png,train,source,rialto_bridge,2
01469.png,train,source,st_stephen_cathedral_vienna,4
07032.png,val,source,rialto_bridge,2
01928.png,train,source,gaudi_casa_batllo_barcelona,7
02609.png,train,source,st_stephen_cathedral_vienna,4
06602.png,train,source,rialto_bridge,2
04997.png,train,source,hagia_sophia,6
08471.png,val,source,petronas_towers,1
08103.png,val,source,museu_nacional_dart_de_catalunya,3
09541.png,test,source,petronas_towers,1
09976.png,test,source,berlin_cathedral,5
06723.png,train,source,museu_nacional_dart_de_catalunya,3
06099.png,train,source,st_stephen_cathedral_vienna,4
07376.png,val,source,berlin_cathedral,5
04047.png,train,source,hagia_sophia,6
08701.png,test,source,petronas_towers,1
09292.png,test,source,rialto_bridge,2
08348.png,val,source,gaudi_casa_batllo_barcelona,7
04681.png,train,source,petronas_towers,1
00062.png,train,source,rialto_bridge,2
07397.png,val,source,hagia_sophia,6
08970.png,test,source,colosseum,0
07790.png,val,source,colosseum,0
09498.png,test,source,gaudi_casa_batllo_barcelona,7
03261.png,train,source,petronas_towers,1
05076.png,train,source,berlin_cathedral,5
07747.png,val,source,hagia_sophia,6
03841.png,train,source,petronas_towers,1
07887.png,val,source,hagia_sophia,6
06401.png,train,source,petronas_towers,1
07877.png,val,source,hagia_sophia,6
05086.png,train,source,berlin_cathedral,5
08881.png,test,source,petronas_towers,1
00520.png,train,source,colosseum,0
09008.png,test,source,gaudi_casa_batllo_barcelona,7
00910.png,train,source,colosseum,0
09633.png,test,source,museu_nacional_dart_de_catalunya,3
05790.png,train,source,colosseum,0
03537.png,train,source,hagia_sophia,6
08232.png,val,source,rialto_bridge,2
09480.png,test,source,colosseum,0
04476.png,train,source,berlin_cathedral,5
04158.png,train,source,gaudi_casa_batllo_barcelona,7
02421.png,train,source,petronas_towers,1
01133.png,train,source,museu_nacional_dart_de_catalunya,3
09288.png,test,source,gaudi_casa_batllo_barcelona,7
07072.png,val,source,rialto_bridge,2
06877.png,train,source,hagia_sophia,6
05577.png,train,source,hagia_sophia,6
08197.png,val,source,hagia_sophia,6
06700.png,train,source,colosseum,0
06733.png,train,source,museu_nacional_dart_de_catalunya,3
02743.png,train,source,museu_nacional_dart_de_catalunya,3
01790.png,train,source,colosseum,0
01612.png,train,source,rialto_bridge,2
08703.png,test,source,museu_nacional_dart_de_catalunya,3
05049.png,train,source,st_stephen_cathedral_vienna,4
08589.png,test,source,st_stephen_cathedral_vienna,4
07979.png,val,source,st_stephen_cathedral_vienna,4
05873.png,train,source,museu_nacional_dart_de_catalunya,3
07843.png,val,source,museu_nacional_dart_de_catalunya,3
06550.png,train,source,colosseum,0
03969.png,train,source,st_stephen_cathedral_vienna,4
08082.png,val,source,rialto_bridge,2
02261.png,train,source,petronas_towers,1
00141.png,train,source,petronas_towers,1
08443.png,val,source,museu_nacional_dart_de_catalunya,3
06800.png,train,source,colosseum,0
02976.png,train,source,berlin_cathedral,5
01216.png,train,source,berlin_cathedral,5
06313.png,train,source,museu_nacional_dart_de_catalunya,3
00247.png,train,source,hagia_sophia,6
09139.png,test,source,st_stephen_cathedral_vienna,4
03973.png,train,source,museu_nacional_dart_de_catalunya,3
07786.png,val,source,berlin_cathedral,5
06559.png,train,source,st_stephen_cathedral_vienna,4
08563.png,test,source,museu_nacional_dart_de_catalunya,3
08428.png,val,source,gaudi_casa_batllo_barcelona,7
07862.png,val,source,rialto_bridge,2
06491.png,train,source,petronas_towers,1
08942.png,test,source,rialto_bridge,2
07142.png,val,source,rialto_bridge,2
07190.png,val,source,colosseum,0
03401.png,train,source,petronas_towers,1
06103.png,train,source,museu_nacional_dart_de_catalunya,3
08346.png,val,source,berlin_cathedral,5
09597.png,test,source,hagia_sophia,6
09427.png,test,source,hagia_sophia,6
09510.png,test,source,colosseum,0
07666.png,val,source,berlin_cathedral,5
09758.png,test,source,gaudi_casa_batllo_barcelona,7
09271.png,test,source,petronas_towers,1
09718.png,test,source,gaudi_casa_batllo_barcelona,7
07506.png,val,source,berlin_cathedral,5
00150.png,train,source,colosseum,0
02823.png,train,source,museu_nacional_dart_de_catalunya,3
01091.png,train,source,petronas_towers,1
07442.png,val,source,rialto_bridge,2
09601.png,test,source,petronas_towers,1
07933.png,val,source,museu_nacional_dart_de_catalunya,3
07350.png,val,source,colosseum,0
08377.png,val,source,hagia_sophia,6
08152.png,val,source,rialto_bridge,2
01309.png,train,source,st_stephen_cathedral_vienna,4
08670.png,test,source,colosseum,0
08996.png,test,source,berlin_cathedral,5
04830.png,train,source,colosseum,0
04178.png,train,source,gaudi_casa_batllo_barcelona,7
00381.png,train,source,petronas_towers,1
00998.png,train,source,gaudi_casa_batllo_barcelona,7
08832.png,test,source,rialto_bridge,2
05273.png,train,source,museu_nacional_dart_de_catalunya,3
03796.png,train,source,berlin_cathedral,5
03750.png,train,source,colosseum,0
03433.png,train,source,museu_nacional_dart_de_catalunya,3
09963.png,test,source,museu_nacional_dart_de_catalunya,3
03158.png,train,source,gaudi_casa_batllo_barcelona,7
08681.png,test,source,petronas_towers,1
05278.png,train,source,gaudi_casa_batllo_barcelona,7
01940.png,train,source,colosseum,0
01212.png,train,source,rialto_bridge,2
08409.png,val,source,st_stephen_cathedral_vienna,4
00081.png,train,source,petronas_towers,1
00820.png,train,source,colosseum,0
07861.png,val,source,petronas_towers,1
02448.png,train,source,gaudi_casa_batllo_barcelona,7
08207.png,val,source,hagia_sophia,6
08048.png,val,source,gaudi_casa_batllo_barcelona,7
09536.png,test,source,berlin_cathedral,5
02901.png,train,source,petronas_towers,1
07077.png,val,source,hagia_sophia,6
04287.png,train,source,hagia_sophia,6
07852.png,val,source,rialto_bridge,2
00449.png,train,source,st_stephen_cathedral_vienna,4
09452.png,test,source,rialto_bridge,2
09558.png,test,source,gaudi_casa_batllo_barcelona,7
08850.png,test,source,colosseum,0
00410.png,train,source,colosseum,0
03066.png,train,source,berlin_cathedral,5
08637.png,test,source,hagia_sophia,6
02946.png,train,source,berlin_cathedral,5
08153.png,val,source,museu_nacional_dart_de_catalunya,3
03286.png,train,source,berlin_cathedral,5
06590.png,train,source,colosseum,0
05403.png,train,source,museu_nacional_dart_de_catalunya,3
07331.png,val,source,petronas_towers,1
04346.png,train,source,berlin_cathedral,5
07246.png,val,source,berlin_cathedral,5
08211.png,val,source,petronas_towers,1
00228.png,train,source,gaudi_casa_batllo_barcelona,7
09131.png,test,source,petronas_towers,1
03133.png,train,source,museu_nacional_dart_de_catalunya,3
08617.png,test,source,hagia_sophia,6
08666.png,test,source,berlin_cathedral,5
00422.png,train,source,rialto_bridge,2
08862.png,test,source,rialto_bridge,2
07496.png,val,source,berlin_cathedral,5
05836.png,train,source,berlin_cathedral,5
04081.png,train,source,petronas_towers,1
06577.png,train,source,hagia_sophia,6
08422.png,val,source,rialto_bridge,2
08046.png,val,source,berlin_cathedral,5
07620.png,val,source,colosseum,0
00921.png,train,source,petronas_towers,1
07971.png,val,source,petronas_towers,1
01447.png,train,source,hagia_sophia,6
02536.png,train,source,berlin_cathedral,5
06548.png,train,source,gaudi_casa_batllo_barcelona,7
09102.png,test,source,rialto_bridge,2
08093.png,val,source,museu_nacional_dart_de_catalunya,3
03029.png,train,source,st_stephen_cathedral_vienna,4
08478.png,val,source,gaudi_casa_batllo_barcelona,7
06187.png,train,source,hagia_sophia,6
00653.png,train,source,museu_nacional_dart_de_catalunya,3
09817.png,test,source,hagia_sophia,6
06211.png,train,source,petronas_towers,1
09142.png,test,source,rialto_bridge,2
07002.png,val,source,rialto_bridge,2
07070.png,val,source,colosseum,0
08858.png,test,source,gaudi_casa_batllo_barcelona,7
02731.png,train,source,petronas_towers,1
04238.png,train,source,gaudi_casa_batllo_barcelona,7
00619.png,train,source,st_stephen_cathedral_vienna,4
04562.png,train,source,rialto_bridge,2
06769.png,train,source,st_stephen_cathedral_vienna,4
03996.png,train,source,berlin_cathedral,5
07992.png,val,source,rialto_bridge,2
07286.png,val,source,berlin_cathedral,5
06878.png,train,source,gaudi_casa_batllo_barcelona,7
03426.png,train,source,berlin_cathedral,5
01577.png,train,source,hagia_sophia,6
07819.png,val,source,st_stephen_cathedral_vienna,4
03361.png,train,source,petronas_towers,1
01489.png,train,source,st_stephen_cathedral_vienna,4
07793.png,val,source,museu_nacional_dart_de_catalunya,3
08909.png,test,source,st_stephen_cathedral_vienna,4
07707.png,val,source,hagia_sophia,6
07661.png,val,source,petronas_towers,1
07840.png,val,source,colosseum,0
08359.png,val,source,st_stephen_cathedral_vienna,4
00658.png,train,source,gaudi_casa_batllo_barcelona,7
09699.png,test,source,st_stephen_cathedral_vienna,4
04339.png,train,source,st_stephen_cathedral_vienna,4
06003.png,train,source,museu_nacional_dart_de_catalunya,3
03080.png,train,source,colosseum,0
09836.png,test,source,berlin_cathedral,5
01108.png,train,source,gaudi_casa_batllo_barcelona,7
00372.png,train,source,rialto_bridge,2
03157.png,train,source,hagia_sophia,6
01157.png,train,source,hagia_sophia,6
07507.png,val,source,hagia_sophia,6
09126.png,test,source,berlin_cathedral,5
00719.png,train,source,st_stephen_cathedral_vienna,4
07477.png,val,source,hagia_sophia,6
06857.png,train,source,hagia_sophia,6
00067.png,train,source,hagia_sophia,6
02682.png,train,source,rialto_bridge,2
00181.png,train,source,petronas_towers,1
07081.png,val,source,petronas_towers,1
07336.png,val,source,berlin_cathedral,5
08321.png,val,source,petronas_towers,1
03089.png,train,source,st_stephen_cathedral_vienna,4
03862.png,train,source,rialto_bridge,2
03928.png,train,source,gaudi_casa_batllo_barcelona,7
07546.png,val,source,berlin_cathedral,5
08573.png,test,source,museu_nacional_dart_de_catalunya,3
01540.png,train,source,colosseum,0
06270.png,train,source,colosseum,0
03856.png,train,source,berlin_cathedral,5
06936.png,train,source,berlin_cathedral,5
01659.png,train,source,st_stephen_cathedral_vienna,4
04839.png,train,source,st_stephen_cathedral_vienna,4
09582.png,test,source,rialto_bridge,2
08327.png,val,source,hagia_sophia,6
08206.png,val,source,berlin_cathedral,5
07592.png,val,source,rialto_bridge,2
07857.png,val,source,hagia_sophia,6
04970.png,train,source,colosseum,0
09379.png,test,source,st_stephen_cathedral_vienna,4
01013.png,train,source,museu_nacional_dart_de_catalunya,3
09451.png,test,source,petronas_towers,1
01352.png,train,source,rialto_bridge,2
07217.png,val,source,hagia_sophia,6
01880.png,train,source,colosseum,0
07519.png,val,source,st_stephen_cathedral_vienna,4
03513.png,train,source,museu_nacional_dart_de_catalunya,3
08043.png,val,source,museu_nacional_dart_de_catalunya,3
05277.png,train,source,hagia_sophia,6
04948.png,train,source,gaudi_casa_batllo_barcelona,7
07239.png,val,source,st_stephen_cathedral_vienna,4
09092.png,test,source,rialto_bridge,2
02799.png,train,source,st_stephen_cathedral_vienna,4
06109.png,train,source,st_stephen_cathedral_vienna,4
08673.png,test,source,museu_nacional_dart_de_catalunya,3
07663.png,val,source,museu_nacional_dart_de_catalunya,3
07148.png,val,source,gaudi_casa_batllo_barcelona,7
06227.png,train,source,hagia_sophia,6
09150.png,test,source,colosseum,0
09147.png,test,source,hagia_sophia,6
09211.png,test,source,petronas_towers,1
09026.png,test,source,berlin_cathedral,5
09058.png,test,source,gaudi_casa_batllo_barcelona,7
07831.png,val,source,petronas_towers,1
09766.png,test,source,berlin_cathedral,5
05038.png,train,source,gaudi_casa_batllo_barcelona,7
08576.png,test,source,berlin_cathedral,5
09622.png,test,source,rialto_bridge,2
08018.png,val,source,gaudi_casa_batllo_barcelona,7
07199.png,val,source,st_stephen_cathedral_vienna,4
03143.png,train,source,museu_nacional_dart_de_catalunya,3
09957.png,test,source,hagia_sophia,6
06526.png,train,source,berlin_cathedral,5
04541.png,train,source,petronas_towers,1
08308.png,val,source,gaudi_casa_batllo_barcelona,7
06583.png,train,source,museu_nacional_dart_de_catalunya,3
07349.png,val,source,st_stephen_cathedral_vienna,4
04198.png,train,source,gaudi_casa_batllo_barcelona,7
02800.png,train,source,colosseum,0
00880.png,train,source,colosseum,0
01897.png,train,source,hagia_sophia,6
09800.png,test,source,colosseum,0
07773.png,val,source,museu_nacional_dart_de_catalunya,3
08163.png,val,source,museu_nacional_dart_de_catalunya,3
08786.png,test,source,berlin_cathedral,5
02663.png,train,source,museu_nacional_dart_de_catalunya,3
05677.png,train,source,hagia_sophia,6
03006.png,train,source,berlin_cathedral,5
08879.png,test,source,st_stephen_cathedral_vienna,4
07810.png,val,source,colosseum,0
09311.png,test,source,petronas_towers,1
02023.png,train,source,museu_nacional_dart_de_catalunya,3
03459.png,train,source,st_stephen_cathedral_vienna,4
06753.png,train,source,museu_nacional_dart_de_catalunya,3
07972.png,val,source,rialto_bridge,2
09478.png,test,source,gaudi_casa_batllo_barcelona,7
06921.png,train,source,petronas_towers,1
07582.png,val,source,rialto_bridge,2
07897.png,val,source,hagia_sophia,6
02693.png,train,source,museu_nacional_dart_de_catalunya,3
08209.png,val,source,st_stephen_cathedral_vienna,4
08021.png,val,source,petronas_towers,1
00600.png,train,source,colosseum,0
07613.png,val,source,museu_nacional_dart_de_catalunya,3
04498.png,train,source,gaudi_casa_batllo_barcelona,7
07042.png,val,source,rialto_bridge,2
08809.png,test,source,st_stephen_cathedral_vienna,4
05122.png,train,source,rialto_bridge,2
01437.png,train,source,hagia_sophia,6
08708.png,test,source,gaudi_casa_batllo_barcelona,7
01982.png,train,source,rialto_bridge,2
09243.png,test,source,museu_nacional_dart_de_catalunya,3
09672.png,test,source,rialto_bridge,2
09339.png,test,source,st_stephen_cathedral_vienna,4
07662.png,val,source,rialto_bridge,2
09431.png,test,source,petronas_towers,1
07018.png,val,source,gaudi_casa_batllo_barcelona,7
00326.png,train,source,berlin_cathedral,5
04142.png,train,source,rialto_bridge,2
09589.png,test,source,st_stephen_cathedral_vienna,4
08972.png,test,source,rialto_bridge,2
05496.png,train,source,berlin_cathedral,5
09638.png,test,source,gaudi_casa_batllo_barcelona,7
